FOODSTORE_ID,FOODSTORE_NAME,FOOD_CATEGORY,FOOD_CATEGORY_TAG,WORKING_TIME,store_num,ADDRESS,area,img_url,Latitude,longitude,menu_NameSearch,menu_PriceSearch
939585270,BAR CHAM,전통주,0,"월,수,목,금,토,일 18:00~24:00",02-6402-4750,서울 종로구 자하문로7길 34,통인동,https://place.map.kakao.com/939585270#none,37.5791401,126.9703789,"천안,제주두번째,안동두번째","19,000/18,000/19,000"
2036183426,산울림1992,전통주,0,화~목 17:00 ~ 00:00,02-334-0118,서울 마포구 서강로9길 60,창전동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA7C89F9B966F4C54AAE3A49EA542C44F,37.5546472,126.9305382,"한우 육사시미,치즈 감자전,먹물 오징어 튀김,수비드 된장 맥적,매운 쭈꾸미 볶음","26,000/22,000/20,000/28,000/26,000"
764081800,그곁,전통주,0,"월,수,목,금,토,일 18:00~01:00",02-417-8666,서울 송파구 오금로18길 14 1층,송파동,https://place.map.kakao.com/764081800#none,37.5097703,127.1102655,"탕,육회,감자전","23,000/24,000/18,000"
22875062,누룩나무,전통주,0,월~토 16:00 ~ 00:30,02-722-3398,서울 종로구 인사동16길 16,관훈동,"https://mp-seoul-image-production-s3.mangoplate.com/957883_1624087093544869.jpg?fit=around|738:738&crop=738:738;*,*&output-format=jpg&output-quality=80",37.5754024,126.9840834,"전통주,죽력고,한산불곡소주","20,000/150,000/79,000"
2025231268,차차밀로,전통주,0,화~금 17:00 ~ 02:00,02-6085-7082,서울 마포구 동교로38길 33-12 2층,연남동,https://place.map.kakao.com/2025231268#none,37.5616545,126.9262614,"소갈비찜,수비드항정수육,전통주","29,000/19,000/8,000"
384592680,에빗,전통주,0,화~금 18:00 ~ 23:00,070-4231-1022,서울 강남구 도곡로23길 33 1층,역삼동,https://place.map.kakao.com/384592680#none,37.4943872,127.038683,"숏디너,롱디너","150,000/180,000"
1548662565,강남명전,전통주,0,매일 16:30 ~ 02:30,070-4348-3371,서울 서초구 강남대로65길 12,서초동,https://place.map.kakao.com/1548662565#none,37.5005171,127.0247389,"감자전,김치전,묵사발,조개탕","17,000/12,000/9,000/23,000"
1931169507,주점금붕어,전통주,0,화~토 18:00 ~ 24:00,010-8206-1135,서울 송파구 송파대로14길 6 2층,문정동,"https://mp-seoul-image-production-s3.mangoplate.com/2091186_1647909965190640.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.4834588,127.1246437,"원조닭구이,치즈파구이,우삼겹파채라면","16,000/12,000/6,000"
16044048,동학주점,전통주,0,매일 17:00 ~ 04:00,02-872-6107,서울 관악구 대학5길 29 1층,신림동,"https://mp-seoul-image-production-s3.mangoplate.com/386088/842440_1617197134310_27586?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.4693725,126.9395207,"고기전,해물파전,오뎅탕,골뱅이무침.낙지볶음","10,000/14,000/12,000/17,000/17,000"
2050651457,구들,전통주,0,월~토 17:30 ~ 22:00,0507-1485-1592,서울 강남구 선릉로155길 26 3층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/446568/801015_1664539437201_65342?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5257798,127.0375902,"구들차림상,삼합육회,곶감치즈말이,가리비관자전,전복전","59,000/21,000/14,000/22,000/7,000"
119258632,패티앤베지스,가로수길브런치,1,매일 11:30 ~ 21:30,02-541-3443,서울 강남구 압구정로4길 11 1층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1614401187003639.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5220515,127.0202955,"클래식버거, 베이컨치즈버거,머쉬룸치즈버거,그린살사버거,하와이안와사비버거","8,900/11,400/11,900/12,900/9,900"
1104467407,인딕슬로우,가로수길브런치,1,매일 11:30 ~ 22:00,02-511-0139,서울 강남구 압구정로4길 13 1층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/364458_1513405622602061.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5218986,127.0203315,"브런치탈리,인딕커리,오늘의요거트","14,500/14,900/6,500"
714223410,칙피스,가로수길브런치,1,매일 11:30 ~ 20:30,02-6956-6780,서울 강남구 강남대로152길 69 1층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/2925_1614395622948220.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5191329,127.0247455,"부채살스테이크라이스,치킨샐러드,비건샐러드,비건버거,치킨샥슈카","10,000/10,000/10,000/9,500/12,000"
19808159,오리지널팬케이크하우스,가로수길브런치,1,월~금 09:00 ~ 21:00,02-511-7481,서울 강남구 강남대로162길 41,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/505686_1600587732384087.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5209903,127.021633,"더치베이비오리지널,애플팬케이크,콥샐러드,프레시프룻크레이프,프레시프룻팬케이크","18,000/22,000/22,000/20,000/20,000"
1619459483,비파티세리,가로수길브런치,1,매일 10:00 ~ 22:00,02-517-0033,서울 강남구 압구정로14길 36,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1559478078220624.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5220129,127.02326,"퀸아망클래식,퀸아망플레이버,반미샌드위치,클럽샌드위치,ALT샌드위치","4,500/5,000/12,000/10,000/10,000"
26856753,브루클린더버거조인트,가로수길브런치,1,매일 11:00 ~ 22:00,02-545-0718,서울 강남구 도산대로15길 12,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/2026716_1628157760038071.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5190823,127.0240787,"더치즈버거,브루클린웍스버거,뉴멕시코버거,프렌치프라이즈,코울슬로","7,800/9,800/9,800/7,000/5,500"
402310476,세인트그릴,가로수길브런치,1,매일 00:00 ~ 24:00,02-546-5508,서울 강남구 논현로 175길 63,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/405070/638412_1613266133776_9303?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5240095,127.0239014,"치즈버거세트,비프트럭세트,슈프림올스타세트,크리스피치킨세트,미스터파렌하이트세트","12,800/18,800/14,800/13,800/14,800"
508057200,노이에아트멍,가로수길브런치,1,화~토 10:30 ~ 22:00,070-8834-5444,서울 강남구 도산대로23길 19,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/619788_1584978488540196.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.52026,127.0259413,"아메리카노,시그니처버거,현미뇨끼,소시지베이컨오믈렛,베니스샐러드","4,500/16,800/15,800/14,800/14,500"
1568720995,카페그라쎄,가로수길브런치,1,화~토 11:00 ~ 22:30,02-542-3446,서울 강남구 도산대로17길 19,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/545584_1468398975836594.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5198779,127.0244078,"그린올리브,그릴드소시지","7,000/17,000"
313270264,팻보이샌드위치,가로수길브런치,1,수~일 11:00 ~ 23:00,02-549-5150,서울 강남구 강남대로152길 42,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/1175978_1585113158560819.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5180082,127.0227692,"클래식햄치즈샌드위치,싼타페그릴치킨,이탈리안샌드위치,선데이로스트비프","9,500/9,500/12,000/11,500"
1527538187,매덕스피자,맥엔치즈,2,매일 12:00 ~ 22:00,02-542-2420,서울 강남구 도산대로15길 11,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/586167_1587364617868110.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5190529,127.0237963,"마르게리타피자,치즈피자,페퍼로니피자,하와이안피자","48,000/34,000/40,000/49,000"
26827374,매니멀스모크하우스,맥엔치즈,2,매일 12:00 ~ 22:00,02-790-6788,서울 용산구 녹사평대로40길 47,이태원동,"https://mp-seoul-image-production-s3.mangoplate.com/619788_1589163634081740.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5345329,126.9884624,"TwoMeats플래터,ThreeMeat플래터,Manimal 플래터,Pit Master Platter","43,000/53,000/119,8000/159,800"
26325158,파이어벨,맥엔치즈,2,매일 11:30 ~ 21:00,02-6489-0041,서울 강남구 선릉로72길 16,대치동,"https://mp-seoul-image-production-s3.mangoplate.com/584169_1593802483618518.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5002471,127.0524508,"레오버거,루키버거,콜911버거,하바나버거,칠리킹","9,900/7,900/9,900/9,500/10,900"
1502255180,조이버거,맥엔치즈,2,화~일 11:30 ~ 22:00,02-6403-5252,서울 마포구 신촌로12길 32,동교동,"https://mp-seoul-image-production-s3.mangoplate.com/479853/2284436_1668776071372_17031?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5549535,126.9325257,"트러플마요세트,베이컨치즈세트,BBQ버거세트,머쉬룸세트,미소세트","12,900/10,900/11,500/11,500/11,900"
1351221007,카와카츠,돈까스,3,매일 11:30 ~ 22:00,070-8801-2053,서울 마포구 동교로 126,서교동,"https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/364835/47875_1558072754143?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5546605,126.9161872,"카와로스카츠,카와히레카츠,카와특로스카츠,카와모둠카츠,카와오로시카츠","13,000/14,000/16,000/17,000/1,000"
1278816666,시키카츠,돈까스,3,매일 11:00 ~ 21:00,0507-1324-8753,서울 동대문구 회기로 110,회기동,"https://mp-seoul-image-production-s3.mangoplate.com/2091186_1670807759202518.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5914025,127.0486806,"로스카츠정식,히레카츠,특로스카츠정식,모듬카츠","12,000/13,000/14,000/15,000"
133783216,돈까스전원,돈까스,3,월~토 12:00 ~ 20:00,0507-1346-7104,서울 성동구 왕십리로24길 13,도선동,"https://mp-seoul-image-production-s3.mangoplate.com/428178/1727908_1610466129234_7890?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5636493,127.0341037,"등심돈까스정식,안심돈까스정식,상등심돈까스정식,치킨까스정식,전갱이까스정식","12,000/14,000/15,000/12,000/12,000"
1480354584,카츠바이콘반,돈까스,3,매일 11:30 ~ 20:30,02-547-3903,서울 강남구 선릉로153길 36,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/584169_1600716675048351.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5248156,127.0364713,"로스카츠정식, 로스카츠단품.히레카즈정식.히레카츠단품.믹스카츠정식","15,000/11,000/17,000/13,000/20,000"
24578826,북천,돈까스,3,월~토 11:30 ~ 20:00,02-796-2461,서울 용산구 한강대로38가길 7-2,한강로2가,"https://mp-seoul-image-production-s3.mangoplate.com/192543/1042666_1631854671316_29936?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5296527,126.9700979,"브라운돈가스,로스가스,화이트돈가스,크림우동","12,000/12,000/15,000/10,000"
1402068738,정돈프리미엄,돈까스,3,매일 11:30 ~ 21:00,02-549-0924,서울 강남구 강남대로160길 28,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/47875_1673085246421414.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.51976,127.0210495,"로스카츠,상로스카츠","18,000/24,000"
1337569618,부타이,돈까스,3,매일 11:30 ~ 21:00,02-544-8422,서울 강남구 테헤란로88길 22,대치동,"https://mp-seoul-image-production-s3.mangoplate.com/596640_1587648218071805.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5061737,127.0600557,"에비히라케츠정식,로스카츠정식,모리아와세카츠,키마카레,마제소바","19,500/14,000/28,000/10,000/10,000"
1813321955,최강금돈까스,돈까스,3,화~일 11:30 ~ 21:00,02-332-3646,서울 마포구 월드컵로3길 31-30,합정동,"https://mp-seoul-image-production-s3.mangoplate.com/655460_1612179294434643.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5499179,126.9109482,"등심돈까스,안심돈까스,상등심돈까스","14,000/15,000/16,000"
1226420399,헤키,돈까스,3,화~일 12:00 ~ 20:30,070-7773-9870,서울 마포구 월드컵로17길 38,망원동,"https://mp-seoul-image-production-s3.mangoplate.com/835806_1668696780550259.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5557286,126.907921,"히레카츠정식,특히레카츠정식,모듬카츠정식,멘치카츠","12,500/14,000/14,000/2,000"
83301316,크레이지카츠,돈까스,3,매일 11:30 ~ 20:30,070-8621-7219,서울 마포구 포은로2나길 44,합정동,"https://mp-seoul-image-production-s3.mangoplate.com/724957_1515576675198806.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5504562,126.9097181,"로스카츠정식,특로스카츠정식,히레가츠정식,크레이지세트,카츠산도","12,000/17,000/13,000/34,000/8,500"
